instance,n,Q,horizon,solver,cost,templates,solve_seconds,wall_seconds
Instances/Instances 1/d657_02.gt,656,100.0,86400.0,PTVRP_LAYERED,383863.0,150,0.000398500,0.006827
Instances/Instances 1/d657_03.gt,656,100.0,86400.0,PTVRP_LAYERED,386558.0,157,0.000402100,0.006887
Instances/Instances 1/d657_04.gt,656,100.0,86400.0,PTVRP_LAYERED,393602.0,150,0.000397000,0.006289
Instances/Instances 1/d657_05.gt,656,100.0,86400.0,PTVRP_LAYERED,401000.0,160,0.000396800,0.007213
Instances/Instances 1/d657_06.gt,656,100.0,86400.0,PTVRP_LAYERED,375869.0,148,0.000395700,0.007336
Instances/Instances 1/d657_07.gt,656,100.0,86400.0,PTVRP_LAYERED,385403.0,148,0.000412300,0.007773
Instances/Instances 1/d657_08.gt,656,100.0,86400.0,PTVRP_LAYERED,397639.0,147,0.000398300,0.006794
Instances/Instances 1/d657_09.gt,656,100.0,86400.0,PTVRP_LAYERED,389290.0,154,0.000394800,0.007126
Instances/Instances 1/d657_10.gt,656,100.0,86400.0,PTVRP_LAYERED,388538.0,158,0.000391800,0.007009
Instances/Instances 1/dj38_01.gt,37,100.0,86400.0,PTVRP_LAYERED,17501.0,12,0.000011900,0.007014
Instances/Instances 1/dj38_02.gt,37,100.0,86400.0,PTVRP_LAYERED,18089.0,12,0.000011500,0.005924
Instances/Instances 1/dj38_03.gt,37,100.0,86400.0,PTVRP_LAYERED,16366.0,13,0.000011400,0.005789
Instances/Instances 1/dj38_04.gt,37,100.0,86400.0,PTVRP_LAYERED,15411.0,11,0.000012000,0.006386
Instances/Instances 1/dj38_05.gt,37,100.0,86400.0,PTVRP_LAYERED,15963.0,12,0.000011500,0.00629
Instances/Instances 1/dj38_06.gt,37,100.0,86400.0,PTVRP_LAYERED,15404.0,10,0.000010700,0.007652
Instances/Instances 1/dj38_07.gt,37,100.0,86400.0,PTVRP_LAYERED,17275.0,13,0.000011300,0.006862
Instances/Instances 1/dj38_08.gt,37,100.0,86400.0,PTVRP_LAYERED,16017.0,11,0.000011300,0.005934
Instances/Instances 1/dj38_09.gt,37,100.0,86400.0,PTVRP_LAYERED,14245.0,10,0.000010500,0.006851
Instances/Instances 1/dj38_10.gt,37,100.0,86400.0,PTVRP_LAYERED,16887.0,10,0.000011100,0.00766
Instances/Instances 1/eg7146_01.gt,7145,100.0,86400.0,PTVRP_LAYERED,5872828.0,1076,0.006397499,0.017085
Instances/Instances 1/eg7146_02.gt,7145,100.0,86400.0,PTVRP_LAYERED,5805590.0,1083,0.006384100,0.020886
Instances/Instances 1/eg7146_03.gt,7145,100.0,86400.0,PTVRP_LAYERED,5892326.0,1079,0.006353200,0.020431
Instances/Instances 1/eg7146_04.gt,7145,100.0,86400.0,PTVRP_LAYERED,5804540.0,1063,0.006399100,0.019502
Instances/Instances 1/eg7146_05.gt,7145,100.0,86400.0,PTVRP_LAYERED,5873162.0,1068,0.006456299,0.020235
Instances/Instances 1/eg7146_06.gt,7145,100.0,86400.0,PTVRP_LAYERED,5811714.0,1064,0.007361000,0.022692
Instances/Instances 1/eg7146_07.gt,7145,100.0,86400.0,PTVRP_LAYERED,5875846.0,1104,0.006360999,0.021917
Instances/Instances 1/eg7146_08.gt,7145,100.0,86400.0,PTVRP_LAYERED,5882676.0,1066,0.006400200,0.018892
