instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/d1655_02.gt,1654,100.0,86400.0,PTVRP_LINEAR,1790050.0,28,24,0.0059,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_03.gt,1654,100.0,86400.0,PTVRP_LINEAR,1673887.0,31,20,0.0056,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_04.gt,1654,100.0,86400.0,PTVRP_LINEAR,1770442.0,27,23,0.0062,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_05.gt,1654,100.0,86400.0,PTVRP_LINEAR,1758553.0,28,22,0.0074,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_06.gt,1654,100.0,86400.0,PTVRP_LINEAR,1672377.0,30,22,0.0065,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_07.gt,1654,100.0,86400.0,PTVRP_LINEAR,1711439.0,30,21,0.0071,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_08.gt,1654,100.0,86400.0,PTVRP_LINEAR,1776296.0,28,24,0.0062,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_09.gt,1654,100.0,86400.0,PTVRP_LINEAR,1739511.0,29,22,0.0059,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_10.gt,1654,100.0,86400.0,PTVRP_LINEAR,1776008.0,28,23,0.0062,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_01.gt,18511,100.0,86400.0,PTVRP_LINEAR,30452084.0,397,20,0.0176,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_02.gt,18511,100.0,86400.0,PTVRP_LINEAR,30056863.0,398,19,0.0306,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_03.gt,18511,100.0,86400.0,PTVRP_LINEAR,30327575.0,402,19,0.0274,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_04.gt,18511,100.0,86400.0,PTVRP_LINEAR,30268547.0,401,19,0.0181,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_05.gt,18511,100.0,86400.0,PTVRP_LINEAR,30264852.0,402,19,0.0174,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_06.gt,18511,100.0,86400.0,PTVRP_LINEAR,30259722.0,402,21,0.0178,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_07.gt,18511,100.0,86400.0,PTVRP_LINEAR,30092762.0,405,20,0.0169,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_08.gt,18511,100.0,86400.0,PTVRP_LINEAR,30439606.0,395,21,0.0177,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_09.gt,18511,100.0,86400.0,PTVRP_LINEAR,30477614.0,406,18,0.0176,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_10.gt,18511,100.0,86400.0,PTVRP_LINEAR,30436810.0,402,20,0.0166,,,,,,,,,,,,,,,
Instances/Instances 1/d198_01.gt,197,100.0,86400.0,PTVRP_LINEAR,216430.0,5,16,0.0051,,,,,,,,,,,,,,,
