instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/d1291_10.gt,1290,100000.0,86400.0,PTVRP_CONT,53688.0,1,1,0.0116,,,,,,0,,0,,,,,,,
Instances/Instances 1/d15112_01.gt,15111,100.0,86400.0,PTVRP_CONT,53788704.0,2388,5,0.9309,,,,,,0,,0,,,,,,,
Instances/Instances 1/d15112_02.gt,15111,200.0,86400.0,PTVRP_CONT,27647861.0,1647,4,0.9037,,,,,,0,,0,,,,,,,
Instances/Instances 1/d15112_03.gt,15111,500.0,86400.0,PTVRP_CONT,11626925.0,784,2,0.9366,,,,,,0,,0,,,,,,,
Instances/Instances 1/d15112_04.gt,15111,1000.0,86400.0,PTVRP_CONT,6549550.0,399,1,1.0094,,,,,,0,,0,,,,,,,
Instances/Instances 1/d15112_05.gt,15111,2000.0,86400.0,PTVRP_CONT,3986206.0,197,1,0.9628,,,,,,0,,0,,,,,,,
Instances/Instances 1/d15112_06.gt,15111,5000.0,86400.0,PTVRP_CONT,2517833.0,82,1,0.9682,,,,,,0,,0,,,,,,,
Instances/Instances 1/d15112_07.gt,15111,10000.0,86400.0,PTVRP_CONT,2016391.0,41,1,0.9769,,,,,,0,,0,,,,,,,
Instances/Instances 1/d15112_08.gt,15111,20000.0,86400.0,PTVRP_CONT,1832536.0,24,1,1.0293,,,,,,0,,0,,,,,,,
Instances/Instances 1/d15112_09.gt,15111,50000.0,86400.0,PTVRP_CONT,1819674.0,24,1,0.9781,,,,,,0,,0,,,,,,,
Instances/Instances 1/d15112_10.gt,15111,100000.0,86400.0,PTVRP_CONT,1819674.0,24,1,0.9806,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1655_01.gt,1654,100.0,86400.0,PTVRP_CONT,920931.0,323,4,0.0176,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1655_02.gt,1654,200.0,86400.0,PTVRP_CONT,497810.0,213,2,0.0169,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1655_03.gt,1654,500.0,86400.0,PTVRP_CONT,221226.0,87,1,0.0166,,,,,,7,,7,,,,,,,
Instances/Instances 1/d1655_04.gt,1654,1000.0,86400.0,PTVRP_CONT,139737.0,45,1,0.0163,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1655_05.gt,1654,2000.0,86400.0,PTVRP_CONT,97963.0,24,1,0.0169,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1655_06.gt,1654,5000.0,86400.0,PTVRP_CONT,74780.0,11,1,0.017,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1655_07.gt,1654,10000.0,86400.0,PTVRP_CONT,67599.0,5,1,0.0196,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1655_08.gt,1654,20000.0,86400.0,PTVRP_CONT,66176.0,3,1,0.0181,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1655_09.gt,1654,50000.0,86400.0,PTVRP_CONT,65597.0,1,1,0.0182,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1655_10.gt,1654,100000.0,86400.0,PTVRP_CONT,65597.0,1,1,0.0177,,,,,,0,,0,,,,,,,
Instances/Instances 1/d18512_01.gt,18511,100.0,86400.0,PTVRP_CONT,24130075.0,2865,6,1.457,,,,,,1,,1,,,,,,,
Instances/Instances 1/d18512_02.gt,18511,200.0,86400.0,PTVRP_CONT,12188367.0,1995,3,1.4569,,,,,,1,,1,,,,,,,
Instances/Instances 1/d18512_03.gt,18511,500.0,86400.0,PTVRP_CONT,5222711.0,960,2,1.4573,,,,,,1,,1,,,,,,,
Instances/Instances 1/d18512_04.gt,18511,1000.0,86400.0,PTVRP_CONT,2876916.0,483,1,1.5052,,,,,,0,,0,,,,,,,
Instances/Instances 1/d18512_05.gt,18511,2000.0,86400.0,PTVRP_CONT,1743333.0,242,1,1.4498,,,,,,1,,1,,,,,,,
Instances/Instances 1/d18512_06.gt,18511,5000.0,86400.0,PTVRP_CONT,1070282.0,99,1,1.4512,,,,,,1,,1,,,,,,,
