instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,gap_vs_first
Instances/Instances 2/bm33708_06.gt,33707,20.0,86400.0,PTVRP_LAYERED_SAFE,266496539.0,9774,18,0.0924,42996,73,20,924762,27.4353,,0,0,265285,0,0,0,
Instances/Instances 2/bm33708_07.gt,33707,20.0,86400.0,PTVRP_LAYERED_SAFE,268064290.0,9867,18,0.0888,43026,72,19,923214,27.3894,,0,0,264636,0,0,0,
Instances/Instances 2/bm33708_08.gt,33707,20.0,86400.0,PTVRP_LAYERED_SAFE,267513339.0,9944,18,0.0925,43041,74,19,924267,27.4206,,0,0,264236,0,0,0,
Instances/Instances 2/bm33708_09.gt,33707,20.0,86400.0,PTVRP_LAYERED_SAFE,266621135.0,9803,17,0.0906,42855,70,21,923126,27.3868,,0,0,265570,0,0,0,
Instances/Instances 2/bm33708_10.gt,33707,20.0,86400.0,PTVRP_LAYERED_SAFE,265598639.0,9651,18,0.0876,42756,72,18,923020,27.3836,,0,0,265412,0,0,0,
Instances/Instances 2/brd14051_01.gt,14050,20.0,86400.0,PTVRP_LAYERED_SAFE,81780746.0,4064,20,0.038,17885,61,23,433771,30.8734,,0,0,113713,0,0,0,
Instances/Instances 2/brd14051_02.gt,14050,20.0,86400.0,PTVRP_LAYERED_SAFE,81057860.0,4037,19,0.0382,17767,60,19,433072,30.8236,,0,0,113902,0,0,0,
Instances/Instances 2/brd14051_03.gt,14050,20.0,86400.0,PTVRP_LAYERED_SAFE,81217832.0,4104,16,0.0411,17852,59,18,434324,30.9127,,0,0,113336,0,0,0,
Instances/Instances 2/brd14051_04.gt,14050,20.0,86400.0,PTVRP_LAYERED_SAFE,81710438.0,4117,19,0.0433,17895,61,19,434180,30.9025,,0,0,113432,0,0,0,
Instances/Instances 2/brd14051_05.gt,14050,20.0,86400.0,PTVRP_LAYERED_SAFE,81621139.0,4123,21,0.0406,17927,61,24,434359,30.9152,,1,0,113060,0,0,0,
Instances/Instances 2/brd14051_06.gt,14050,20.0,86400.0,PTVRP_LAYERED_SAFE,81705145.0,4124,15,0.041,17891,60,19,433762,30.8727,,0,0,113488,0,0,0,
Instances/Instances 2/brd14051_07.gt,14050,20.0,86400.0,PTVRP_LAYERED_SAFE,81806096.0,4136,16,0.0429,17977,61,21,434885,30.9527,,0,0,113262,0,0,0,
Instances/Instances 2/brd14051_08.gt,14050,20.0,86400.0,PTVRP_LAYERED_SAFE,82753631.0,4160,16,0.0416,18077,61,21,434746,30.9428,,0,0,113077,0,0,0,
Instances/Instances 2/brd14051_09.gt,14050,20.0,86400.0,PTVRP_LAYERED_SAFE,82016611.0,4152,16,0.0388,17993,60,19,434844,30.9498,,0,0,113471,0,0,0,
Instances/Instances 2/brd14051_10.gt,14050,20.0,86400.0,PTVRP_LAYERED_SAFE,81447471.0,4106,20,0.0392,17823,58,20,433422,30.8485,,0,0,113597,0,0,0,
Instances/Instances 2/ca4663_01.gt,4662,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0049,5906,20,4,17861,3.83119,,0,0,712,0,0,0,
Instances/Instances 2/ca4663_02.gt,4662,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.005,5919,20,4,18018,3.86486,,0,0,750,0,0,0,
Instances/Instances 2/ca4663_03.gt,4662,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0045,5965,19,4,17916,3.84299,,0,0,697,0,0,0,
Instances/Instances 2/ca4663_04.gt,4662,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0047,5938,19,4,17979,3.8565,,0,0,717,0,0,0,
Instances/Instances 2/ca4663_05.gt,4662,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0045,5898,20,4,17935,3.84706,,0,0,699,0,0,0,
Instances/Instances 2/ca4663_06.gt,4662,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0045,5884,21,4,17985,3.85779,,0,0,679,0,0,0,
Instances/Instances 2/ca4663_07.gt,4662,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0043,5926,18,4,17940,3.84813,,0,0,740,0,0,0,
Instances/Instances 2/ca4663_08.gt,4662,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0048,5925,19,4,17917,3.8432,,0,0,716,0,0,0,
Instances/Instances 2/ca4663_09.gt,4662,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0043,5914,18,4,18021,3.86551,,0,0,749,0,0,0,
Instances/Instances 2/ca4663_10.gt,4662,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0043,5895,19,4,18065,3.87495,,0,0,801,0,0,0,
Instances/Instances 2/ch130_01.gt,129,20.0,86400.0,PTVRP_LAYERED_SAFE,97546.0,65,6,0.002,163,51,7,4918,38.124,,0,0,199,0,0,0,
Instances/Instances 2/ch130_02.gt,129,20.0,86400.0,PTVRP_LAYERED_SAFE,100776.0,73,8,0.0025,166,50,8,5020,38.9147,,0,0,194,0,0,0,
Instances/Instances 2/ch130_03.gt,129,20.0,86400.0,PTVRP_LAYERED_SAFE,99916.0,69,6,0.0022,161,49,6,4895,37.9457,,0,0,192,0,0,0,
Instances/Instances 2/ch130_04.gt,129,20.0,86400.0,PTVRP_LAYERED_SAFE,108977.0,71,7,0.0022,175,54,7,5289,41.0,,0,0,198,0,0,0,
Instances/Instances 2/ch130_05.gt,129,20.0,86400.0,PTVRP_LAYERED_SAFE,96310.0,68,6,0.0021,160,48,7,4971,38.5349,,0,0,190,0,0,0,
Instances/Instances 2/ch130_06.gt,129,20.0,86400.0,PTVRP_LAYERED_SAFE,94305.0,69,7,0.002,158,50,9,4833,37.4651,,0,0,182,0,0,0,
Instances/Instances 2/ch130_07.gt,129,20.0,86400.0,PTVRP_LAYERED_SAFE,95705.0,72,6,0.0023,156,48,6,4923,38.1628,,0,0,174,0,0,0,
Instances/Instances 2/ch130_08.gt,129,20.0,86400.0,PTVRP_LAYERED_SAFE,105568.0,69,6,0.0021,173,51,8,5161,40.0078,,0,0,201,0,0,0,
Instances/Instances 2/ch130_09.gt,129,20.0,86400.0,PTVRP_LAYERED_SAFE,97617.0,74,6,0.0023,158,50,6,4863,37.6977,,0,0,193,0,0,0,
Instances/Instances 2/ch130_10.gt,129,20.0,86400.0,PTVRP_LAYERED_SAFE,97471.0,68,6,0.0024,161,50,6,4867,37.7287,,0,0,194,0,0,0,
Instances/Instances 2/ch150_01.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,125618.0,83,6,0.0021,204,55,8,6326,42.4564,,0,0,260,0,0,0,
Instances/Instances 2/ch150_02.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,109287.0,74,7,0.0025,174,49,7,5745,38.557,,0,0,248,0,0,0,
Instances/Instances 2/ch150_03.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,111233.0,84,7,0.0024,182,55,7,6004,40.2953,,1,0,242,0,0,0,
Instances/Instances 2/ch150_04.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,116220.0,79,11,0.0024,190,52,11,6137,41.1879,,0,0,260,0,0,0,
Instances/Instances 2/ch150_05.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,121717.0,87,7,0.002,201,54,7,6313,42.3691,,0,0,272,0,0,0,
Instances/Instances 2/ch150_06.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,112498.0,82,7,0.0021,183,55,7,6008,40.3221,,0,0,267,0,0,0,
Instances/Instances 2/ch150_07.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,119674.0,74,8,0.002,193,53,8,6262,42.0268,,0,0,270,0,0,0,
Instances/Instances 2/ch150_08.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,123117.0,76,7,0.002,195,53,7,6003,40.2886,,0,0,261,0,0,0,
Instances/Instances 2/ch150_09.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,114490.0,78,6,0.0023,190,51,8,6129,41.1342,,0,0,262,0,0,0,
Instances/Instances 2/ch150_10.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,116533.0,80,5,0.0021,189,50,6,6161,41.349,,0,0,264,0,0,0,
Instances/Instances 2/ch71009_01.gt,71008,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.071,90409,46,2,856895,12.0676,,0,0,6,0,0,0,
Instances/Instances 2/ch71009_02.gt,71008,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0672,90460,46,2,856428,12.061,,0,0,7,0,0,0,
Instances/Instances 2/ch71009_03.gt,71008,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0691,90428,43,1,857114,12.0707,,0,0,3,0,0,0,
Instances/Instances 2/ch71009_04.gt,71008,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0706,90436,43,2,856728,12.0652,,0,0,6,0,0,0,
Instances/Instances 2/ch71009_05.gt,71008,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0688,90569,41,2,857357,12.0741,,0,0,25,0,0,0,
Instances/Instances 2/ch71009_06.gt,71008,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0658,90417,43,2,856810,12.0664,,0,0,13,0,0,0,
Instances/Instances 2/ch71009_07.gt,71008,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0654,90401,43,1,857171,12.0715,,0,0,4,0,0,0,
Instances/Instances 2/ch71009_08.gt,71008,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0664,90520,42,2,856131,12.0568,,0,0,14,0,0,0,
Instances/Instances 2/ch71009_09.gt,71008,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0683,90525,44,2,856760,12.0657,,0,0,30,0,0,0,
Instances/Instances 2/ch71009_10.gt,71008,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0692,90377,43,2,857775,12.08,,0,0,7,0,0,0,
Instances/Instances 2/d1291_01.gt,1290,20.0,86400.0,PTVRP_LAYERED_SAFE,3596492.0,488,13,0.0062,1730,59,18,53480,41.4574,,0,0,8511,0,0,0,
Instances/Instances 2/d1291_02.gt,1290,20.0,86400.0,PTVRP_LAYERED_SAFE,3267831.0,493,10,0.0067,1581,60,13,51750,40.1163,,0,0,8533,0,0,0,
Instances/Instances 2/d1291_03.gt,1290,20.0,86400.0,PTVRP_LAYERED_SAFE,3436670.0,483,12,0.006,1660,60,14,52921,41.024,,0,0,8541,0,0,0,
Instances/Instances 2/d1291_04.gt,1290,20.0,86400.0,PTVRP_LAYERED_SAFE,3363161.0,501,13,0.0062,1631,59,15,52498,40.6961,,0,0,8510,0,0,0,
Instances/Instances 2/d1291_05.gt,1290,20.0,86400.0,PTVRP_LAYERED_SAFE,3429998.0,492,10,0.0059,1632,59,15,52241,40.4969,,0,0,8419,0,0,0,
Instances/Instances 2/d1291_06.gt,1290,20.0,86400.0,PTVRP_LAYERED_SAFE,3413697.0,465,11,0.0057,1643,58,15,52559,40.7434,,0,0,8639,0,0,0,
Instances/Instances 2/d1291_07.gt,1290,20.0,86400.0,PTVRP_LAYERED_SAFE,3385304.0,487,10,0.0059,1638,58,15,52478,40.6806,,0,0,8394,0,0,0,
Instances/Instances 2/d1291_08.gt,1290,20.0,86400.0,PTVRP_LAYERED_SAFE,3368128.0,461,14,0.0056,1639,61,16,52543,40.731,,0,0,8571,0,0,0,
Instances/Instances 2/d1291_09.gt,1290,20.0,86400.0,PTVRP_LAYERED_SAFE,3418892.0,493,12,0.0057,1644,56,15,52448,40.6574,,0,0,8569,0,0,0,
Instances/Instances 2/d1291_10.gt,1290,20.0,86400.0,PTVRP_LAYERED_SAFE,3383842.0,470,18,0.0055,1628,61,18,52114,40.3984,,0,0,8475,0,0,0,
Instances/Instances 2/d15112_01.gt,15111,20.0,86400.0,PTVRP_LAYERED_SAFE,269951897.0,6659,13,0.0374,19205,39,13,191944,12.7023,,0,0,59217,0,0,0,
Instances/Instances 2/d15112_02.gt,15111,20.0,86400.0,PTVRP_LAYERED_SAFE,272296027.0,6790,13,0.0376,19381,44,13,192603,12.7459,,0,0,58876,0,0,0,
Instances/Instances 2/d15112_03.gt,15111,20.0,86400.0,PTVRP_LAYERED_SAFE,267831077.0,6600,13,0.0365,19159,41,13,192007,12.7064,,0,0,59313,0,0,0,
Instances/Instances 2/d15112_04.gt,15111,20.0,86400.0,PTVRP_LAYERED_SAFE,271386986.0,6780,12,0.0362,19293,48,14,192084,12.7115,,0,0,58968,0,0,0,
Instances/Instances 2/d15112_05.gt,15111,20.0,86400.0,PTVRP_LAYERED_SAFE,269217706.0,6736,11,0.0389,19144,43,12,192033,12.7082,,0,0,59400,0,0,0,
Instances/Instances 2/d15112_06.gt,15111,20.0,86400.0,PTVRP_LAYERED_SAFE,272615922.0,6748,12,0.0413,19408,45,14,192397,12.7322,,0,0,59010,0,0,0,
Instances/Instances 2/d15112_07.gt,15111,20.0,86400.0,PTVRP_LAYERED_SAFE,270564799.0,6641,13,0.04,19347,41,14,192452,12.7359,,0,0,59024,0,0,0,
Instances/Instances 2/d15112_08.gt,15111,20.0,86400.0,PTVRP_LAYERED_SAFE,271805424.0,6838,12,0.0382,19305,39,14,191993,12.7055,,0,0,58777,0,0,0,
Instances/Instances 2/d15112_09.gt,15111,20.0,86400.0,PTVRP_LAYERED_SAFE,273322269.0,6816,14,0.0418,19380,39,14,192102,12.7127,,0,0,59181,0,0,0,
Instances/Instances 2/d15112_10.gt,15111,20.0,86400.0,PTVRP_LAYERED_SAFE,269279118.0,6708,12,0.0368,19193,43,14,191960,12.7033,,0,0,59245,0,0,0,
Instances/Instances 2/d1655_01.gt,1654,20.0,86400.0,PTVRP_LAYERED_SAFE,4311096.0,614,14,0.0067,2092,56,14,67621,40.8833,,0,0,11191,0,0,0,
Instances/Instances 2/d1655_02.gt,1654,20.0,86400.0,PTVRP_LAYERED_SAFE,4471021.0,594,12,0.0066,2148,64,14,67990,41.1064,,0,0,11204,0,0,0,
Instances/Instances 2/d1655_03.gt,1654,20.0,86400.0,PTVRP_LAYERED_SAFE,4285921.0,596,12,0.0068,2085,58,15,67719,40.9426,,0,0,11325,0,0,0,
Instances/Instances 2/d1655_04.gt,1654,20.0,86400.0,PTVRP_LAYERED_SAFE,4342170.0,601,13,0.0068,2097,58,14,67517,40.8204,,0,0,11169,0,0,0,
Instances/Instances 2/d1655_05.gt,1654,20.0,86400.0,PTVRP_LAYERED_SAFE,4321143.0,606,11,0.0066,2108,59,14,67975,41.0973,,0,0,11430,0,0,0,
Instances/Instances 2/d1655_06.gt,1654,20.0,86400.0,PTVRP_LAYERED_SAFE,4361788.0,586,13,0.0074,2109,56,14,67641,40.8954,,1,0,11200,0,0,0,
Instances/Instances 2/d1655_07.gt,1654,20.0,86400.0,PTVRP_LAYERED_SAFE,4415572.0,587,12,0.0077,2119,62,14,67706,40.9347,,0,0,11205,0,0,0,
Instances/Instances 2/d1655_08.gt,1654,20.0,86400.0,PTVRP_LAYERED_SAFE,4420119.0,573,13,0.0073,2132,63,16,67988,41.1052,,0,0,11313,0,0,0,
Instances/Instances 2/d1655_09.gt,1654,20.0,86400.0,PTVRP_LAYERED_SAFE,4454408.0,593,11,0.0076,2157,58,15,68415,41.3634,,0,0,11152,0,0,0,
Instances/Instances 2/d1655_10.gt,1654,20.0,86400.0,PTVRP_LAYERED_SAFE,4456696.0,604,13,0.007,2147,59,15,68024,41.127,,0,0,11233,0,0,0,
Instances/Instances 2/d18512_01.gt,18511,20.0,86400.0,PTVRP_LAYERED_SAFE,116490296.0,5262,16,0.0549,23700,58,20,530888,28.6796,,0,0,145858,0,0,0,
Instances/Instances 2/d18512_02.gt,18511,20.0,86400.0,PTVRP_LAYERED_SAFE,115151869.0,5273,18,0.0494,23462,60,18,529873,28.6248,,0,0,146262,0,0,0,
Instances/Instances 2/d18512_03.gt,18511,20.0,86400.0,PTVRP_LAYERED_SAFE,116670558.0,5381,16,0.0504,23661,60,18,529881,28.6252,,0,0,144942,0,0,0,
Instances/Instances 2/d18512_04.gt,18511,20.0,86400.0,PTVRP_LAYERED_SAFE,116055615.0,5306,18,0.049,23585,57,18,529789,28.6202,,0,0,145514,0,0,0,
Instances/Instances 2/d18512_05.gt,18511,20.0,86400.0,PTVRP_LAYERED_SAFE,116156809.0,5315,16,0.0497,23628,57,19,530225,28.6438,,0,0,145394,0,0,0,
Instances/Instances 2/d18512_06.gt,18511,20.0,86400.0,PTVRP_LAYERED_SAFE,116330575.0,5363,17,0.0479,23643,59,20,530258,28.6456,,0,0,145377,0,0,0,
Instances/Instances 2/d18512_07.gt,18511,20.0,86400.0,PTVRP_LAYERED_SAFE,115406918.0,5244,18,0.0485,23500,59,20,530010,28.6322,,0,0,146052,0,0,0,
Instances/Instances 2/d18512_08.gt,18511,20.0,86400.0,PTVRP_LAYERED_SAFE,116422205.0,5311,18,0.0484,23692,58,19,530782,28.6739,,0,0,145068,0,0,0,
Instances/Instances 2/d18512_09.gt,18511,20.0,86400.0,PTVRP_LAYERED_SAFE,117224983.0,5365,18,0.0496,23832,58,20,531464,28.7107,,0,0,144889,0,0,0,
Instances/Instances 2/d18512_10.gt,18511,20.0,86400.0,PTVRP_LAYERED_SAFE,117109102.0,5370,16,0.0491,23743,62,20,530592,28.6636,,0,0,145230,0,0,0,
Instances/Instances 2/d198_01.gt,197,20.0,86400.0,PTVRP_LAYERED_SAFE,391429.0,92,8,0.0023,261,54,10,6911,35.0812,,0,0,569,0,0,0,
Instances/Instances 2/d198_02.gt,197,20.0,86400.0,PTVRP_LAYERED_SAFE,408690.0,91,8,0.0022,259,54,8,6937,35.2132,,0,0,555,0,0,0,
Instances/Instances 2/d198_03.gt,197,20.0,86400.0,PTVRP_LAYERED_SAFE,417189.0,82,10,0.0026,263,55,10,6897,35.0102,,0,0,557,0,0,0,
Instances/Instances 2/d198_04.gt,197,20.0,86400.0,PTVRP_LAYERED_SAFE,407027.0,89,7,0.0024,263,56,10,6929,35.1726,,0,0,578,0,0,0,
Instances/Instances 2/d198_05.gt,197,20.0,86400.0,PTVRP_LAYERED_SAFE,408752.0,91,8,0.0022,259,54,9,6862,34.8325,,0,0,584,0,0,0,
Instances/Instances 2/d198_06.gt,197,20.0,86400.0,PTVRP_LAYERED_SAFE,392701.0,87,9,0.0022,245,50,11,6531,33.1523,,0,0,556,0,0,0,
Instances/Instances 2/d198_07.gt,197,20.0,86400.0,PTVRP_LAYERED_SAFE,391049.0,87,7,0.0022,245,54,11,6854,34.7919,,0,0,551,0,0,0,
Instances/Instances 2/d198_08.gt,197,20.0,86400.0,PTVRP_LAYERED_SAFE,411048.0,86,10,0.0021,262,56,10,6947,35.264,,0,0,584,0,0,0,
Instances/Instances 2/d198_09.gt,197,20.0,86400.0,PTVRP_LAYERED_SAFE,398457.0,87,9,0.0022,245,55,9,6734,34.1827,,0,0,566,0,0,0,
Instances/Instances 2/d198_10.gt,197,20.0,86400.0,PTVRP_LAYERED_SAFE,419449.0,94,9,0.0022,259,51,10,6842,34.731,,0,0,535,0,0,0,
Instances/Instances 2/d2103_01.gt,2102,20.0,86400.0,PTVRP_LAYERED_SAFE,6627894.0,737,13,0.0079,2722,52,13,80650,38.3682,,0,0,15312,0,0,0,
Instances/Instances 2/d2103_02.gt,2102,20.0,86400.0,PTVRP_LAYERED_SAFE,6550658.0,765,14,0.0088,2693,53,14,80647,38.3668,,0,0,15428,0,0,0,
Instances/Instances 2/d2103_03.gt,2102,20.0,86400.0,PTVRP_LAYERED_SAFE,6670710.0,738,12,0.0084,2734,55,16,80858,38.4672,,0,0,15349,0,0,0,
Instances/Instances 2/d2103_04.gt,2102,20.0,86400.0,PTVRP_LAYERED_SAFE,6510116.0,736,11,0.0078,2687,56,14,80590,38.3397,,0,0,15520,0,0,0,
Instances/Instances 2/d2103_05.gt,2102,20.0,86400.0,PTVRP_LAYERED_SAFE,6523059.0,769,12,0.008,2686,54,14,80615,38.3516,,0,0,15413,0,0,0,
Instances/Instances 2/d2103_06.gt,2102,20.0,86400.0,PTVRP_LAYERED_SAFE,6499593.0,734,15,0.008,2701,55,15,81035,38.5514,,0,0,15523,0,0,0,
Instances/Instances 2/d2103_07.gt,2102,20.0,86400.0,PTVRP_LAYERED_SAFE,6603452.0,731,14,0.008,2709,55,15,80732,38.4072,,0,0,15483,0,0,0,
Instances/Instances 2/d2103_08.gt,2102,20.0,86400.0,PTVRP_LAYERED_SAFE,6632885.0,708,15,0.0079,2728,54,15,80924,38.4986,,0,0,15585,0,0,0,
Instances/Instances 2/d2103_09.gt,2102,20.0,86400.0,PTVRP_LAYERED_SAFE,6507514.0,744,12,0.0077,2645,55,13,79602,37.8696,,0,0,15233,0,0,0,
Instances/Instances 2/d2103_10.gt,2102,20.0,86400.0,PTVRP_LAYERED_SAFE,6558459.0,739,12,0.0079,2703,55,16,80752,38.4167,,0,0,15413,0,0,0,
Instances/Instances 2/d493_01.gt,492,20.0,86400.0,PTVRP_LAYERED_SAFE,971521.0,222,9,0.0033,630,55,9,18399,37.3963,,0,0,1791,0,0,0,
Instances/Instances 2/d493_02.gt,492,20.0,86400.0,PTVRP_LAYERED_SAFE,929771.0,227,11,0.0033,598,54,11,17883,36.3476,,0,0,1736,0,0,0,
Instances/Instances 2/d493_03.gt,492,20.0,86400.0,PTVRP_LAYERED_SAFE,981444.0,236,9,0.0038,629,55,10,18258,37.1098,,0,0,1734,0,0,0,
Instances/Instances 2/d493_04.gt,492,20.0,86400.0,PTVRP_LAYERED_SAFE,950693.0,213,9,0.0031,628,54,9,18521,37.6443,,0,0,1817,0,0,0,
Instances/Instances 2/d493_05.gt,492,20.0,86400.0,PTVRP_LAYERED_SAFE,967441.0,217,9,0.0032,635,56,9,18468,37.5366,,0,0,1777,0,0,0,
Instances/Instances 2/d493_06.gt,492,20.0,86400.0,PTVRP_LAYERED_SAFE,979290.0,210,11,0.0037,641,57,11,18709,38.0264,,0,0,1784,0,0,0,
Instances/Instances 2/d493_07.gt,492,20.0,86400.0,PTVRP_LAYERED_SAFE,1009277.0,240,9,0.0033,651,56,9,18629,37.8638,,0,0,1839,0,0,0,
Instances/Instances 2/d493_08.gt,492,20.0,86400.0,PTVRP_LAYERED_SAFE,907855.0,207,8,0.0032,590,57,9,18017,36.6199,,0,0,1760,0,0,0,
Instances/Instances 2/d493_09.gt,492,20.0,86400.0,PTVRP_LAYERED_SAFE,981104.0,219,8,0.0031,634,56,10,18532,37.6667,,0,0,1767,0,0,0,
Instances/Instances 2/d493_10.gt,492,20.0,86400.0,PTVRP_LAYERED_SAFE,936308.0,221,8,0.0031,627,58,11,18480,37.561,,0,0,1783,0,0,0,
Instances/Instances 2/d657_01.gt,656,20.0,86400.0,PTVRP_LAYERED_SAFE,1705077.0,300,10,0.0034,823,47,11,20690,31.5396,,0,0,2559,0,0,0,
Instances/Instances 2/d657_02.gt,656,20.0,86400.0,PTVRP_LAYERED_SAFE,1727859.0,282,10,0.0034,830,41,10,20785,31.6845,,0,0,2531,0,0,0,
Instances/Instances 2/d657_03.gt,656,20.0,86400.0,PTVRP_LAYERED_SAFE,1739518.0,282,9,0.0035,830,43,9,20736,31.6098,,0,0,2642,0,0,0,
Instances/Instances 2/d657_04.gt,656,20.0,86400.0,PTVRP_LAYERED_SAFE,1775842.0,287,9,0.0036,848,43,10,20950,31.936,,0,0,2598,0,0,0,
Instances/Instances 2/d657_05.gt,656,20.0,86400.0,PTVRP_LAYERED_SAFE,1801103.0,289,10,0.0035,861,42,12,21094,32.1555,,0,0,2609,0,0,0,
Instances/Instances 2/d657_06.gt,656,20.0,86400.0,PTVRP_LAYERED_SAFE,1695067.0,288,9,0.0041,810,43,9,20670,31.5091,,0,0,2542,0,0,0,
Instances/Instances 2/d657_07.gt,656,20.0,86400.0,PTVRP_LAYERED_SAFE,1743333.0,270,9,0.0035,831,44,10,20797,31.7027,,0,0,2585,0,0,0,
Instances/Instances 2/d657_08.gt,656,20.0,86400.0,PTVRP_LAYERED_SAFE,1808360.0,267,9,0.0036,861,43,10,21108,32.1768,,0,0,2574,0,0,0,
Instances/Instances 2/d657_09.gt,656,20.0,86400.0,PTVRP_LAYERED_SAFE,1766629.0,282,11,0.0041,829,46,11,20740,31.6159,,0,0,2652,0,0,0,
Instances/Instances 2/d657_10.gt,656,20.0,86400.0,PTVRP_LAYERED_SAFE,1762735.0,287,8,0.0041,845,42,12,20921,31.8918,,0,0,2538,0,0,0,
Instances/Instances 2/dj38_01.gt,37,20.0,86400.0,PTVRP_LAYERED_SAFE,66218.0,22,6,0.0018,51,29,6,734,19.8378,,0,0,31,0,0,0,
Instances/Instances 2/dj38_02.gt,37,20.0,86400.0,PTVRP_LAYERED_SAFE,64157.0,25,6,0.0016,51,29,6,718,19.4054,,0,0,27,0,0,0,
Instances/Instances 2/dj38_03.gt,37,20.0,86400.0,PTVRP_LAYERED_SAFE,61669.0,24,6,0.0017,51,32,6,786,21.2432,,0,0,28,0,0,0,
Instances/Instances 2/dj38_04.gt,37,20.0,86400.0,PTVRP_LAYERED_SAFE,55039.0,25,4,0.0019,43,26,4,618,16.7027,,0,0,30,0,0,0,
Instances/Instances 2/dj38_05.gt,37,20.0,86400.0,PTVRP_LAYERED_SAFE,60527.0,24,4,0.0016,49,29,4,676,18.2703,,0,0,31,0,0,0,
Instances/Instances 2/dj38_06.gt,37,20.0,86400.0,PTVRP_LAYERED_SAFE,60774.0,25,4,0.0019,45,26,4,641,17.3243,,0,0,28,0,0,0,
Instances/Instances 2/dj38_07.gt,37,20.0,86400.0,PTVRP_LAYERED_SAFE,67059.0,23,5,0.0017,53,31,5,781,21.1081,,0,0,31,0,0,0,
Instances/Instances 2/dj38_08.gt,37,20.0,86400.0,PTVRP_LAYERED_SAFE,63246.0,24,5,0.0017,47,26,5,702,18.973,,0,0,28,0,0,0,
Instances/Instances 2/dj38_09.gt,37,20.0,86400.0,PTVRP_LAYERED_SAFE,53493.0,21,5,0.0021,42,26,5,649,17.5405,,0,0,27,0,0,0,
Instances/Instances 2/dj38_10.gt,37,20.0,86400.0,PTVRP_LAYERED_SAFE,60902.0,27,5,0.0018,48,28,6,673,18.1892,,0,0,35,0,0,0,
Instances/Instances 2/eg7146_01.gt,7145,20.0,86400.0,PTVRP_LAYERED_SAFE,28407450.0,2097,19,0.0278,9075,78,20,335130,46.9041,,0,0,77959,0,0,0,
Instances/Instances 2/eg7146_02.gt,7145,20.0,86400.0,PTVRP_LAYERED_SAFE,28073479.0,2042,16,0.0255,9068,82,27,335957,47.0199,,0,0,78176,0,0,0,
Instances/Instances 2/eg7146_03.gt,7145,20.0,86400.0,PTVRP_LAYERED_SAFE,28491277.0,2010,18,0.0269,9134,81,20,335822,47.001,,0,0,77658,0,0,0,
Instances/Instances 2/eg7146_04.gt,7145,20.0,86400.0,PTVRP_LAYERED_SAFE,28123360.0,2092,17,0.0268,9048,81,23,335650,46.9769,,0,0,78047,0,0,0,
Instances/Instances 2/eg7146_05.gt,7145,20.0,86400.0,PTVRP_LAYERED_SAFE,28428563.0,2053,19,0.0267,9143,87,21,336609,47.1111,,0,0,77656,0,0,0,
Instances/Instances 2/eg7146_06.gt,7145,20.0,86400.0,PTVRP_LAYERED_SAFE,28187821.0,2037,20,0.0279,9043,79,24,334966,46.8812,,0,0,77823,0,0,0,
